epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1333.73,0.0129,0.66033,1.19669,0.92185,0.90778,0.92766,0.43098,0.015,0.76992,1.32916,0.00154092,0.00154092,0.00154092
25,1388.76,0.0124,0.63126,1.1743,0.95578,0.96154,0.95922,0.45739,0.01529,0.71418,1.50005,0.00152096,0.00152096,0.00152096
26,1442.03,0.01161,0.58807,1.12752,0.95933,0.90756,0.95861,0.48615,0.01453,0.91199,1.29661,0.001501,0.001501,0.001501
27,1499.27,0.01142,0.57869,1.10724,0.88111,0.88462,0.91057,0.41642,0.01543,0.80972,1.37476,0.00148104,0.00148104,0.00148104
28,1559.07,0.01185,0.5873,1.1353,0.88106,0.88462,0.89146,0.44642,0.01677,0.66826,1.52923,0.00146108,0.00146108,0.00146108
29,1615.98,0.01195,0.56623,1.15706,0.92276,0.91912,0.93959,0.44965,0.0163,0.75568,1.44801,0.00144112,0.00144112,0.00144112
30,1674.5,0.01131,0.5668,1.11957,0.91014,0.92308,0.9414,0.49259,0.01578,0.70562,1.38887,0.00142116,0.00142116,0.00142116
31,1731.03,0.01143,0.54718,1.11204,0.90898,0.92308,0.92113,0.45348,0.01668,0.695,1.53728,0.0014012,0.0014012,0.0014012
1,54.5961,0.01164,1.98662,1.5399,0.96003,0.92387,0.9639,0.40186,0.01142,1.18644,1.64949,0.0805342,0.00039726,0.00039726
2,110.381,0.00977,0.87276,1.38314,0.80975,0.84615,0.83576,0.36856,0.01192,0.76273,1.76287,0.0609263,0.000789304,0.000789304
3,164.553,0.00934,0.79864,1.32472,0.92179,0.92308,0.91269,0.36724,0.01145,0.90907,1.58046,0.0413103,0.00117336,0.00117336
4,218.029,0.00904,0.76849,1.28229,0.92058,0.92308,0.92935,0.44033,0.01013,0.97827,1.41291,0.0216864,0.00154944,0.00154944
5,271.7,0.00883,0.75567,1.27229,0.95772,0.96154,0.96436,0.44552,0.00969,0.95893,1.39141,0.00205452,0.00191753,0.00191753
6,324.684,0.00851,0.74551,1.22217,0.92014,0.92308,0.93449,0.37934,0.01087,0.82516,1.57167,0.0019002,0.0019002,0.0019002
7,377.224,0.00835,0.68032,1.24714,0.95741,0.96154,0.94926,0.41979,0.00975,1.1427,1.38423,0.00188024,0.00188024,0.00188024
8,429.575,0.00847,0.68282,1.26579,0.95891,0.96154,0.95734,0.40656,0.00996,1.13818,1.37346,0.00186028,0.00186028,0.00186028
9,483.687,0.00862,0.6999,1.26266,0.84283,0.84615,0.82412,0.37605,0.01032,0.8387,1.51273,0.00184032,0.00184032,0.00184032
10,538.333,0.00809,0.67731,1.21854,0.92018,0.92308,0.93275,0.43647,0.01,0.77586,1.43327,0.00182036,0.00182036,0.00182036
11,591.741,0.0086,0.64013,1.27841,0.9591,0.96154,0.95437,0.3864,0.01036,0.76079,1.46455,0.0018004,0.0018004,0.0018004
12,645.894,0.00889,0.68065,1.26626,0.95859,0.96154,0.95538,0.4305,0.00975,0.77785,1.36474,0.00178044,0.00178044,0.00178044
13,699.493,0.00886,0.6811,1.28786,0.84389,0.84615,0.82292,0.3597,0.01085,0.79475,1.56036,0.00176048,0.00176048,0.00176048
14,753.103,0.00864,0.68005,1.24777,0.95861,0.96154,0.95622,0.40785,0.0099,0.82061,1.35561,0.00174052,0.00174052,0.00174052
15,807.75,0.00799,0.63297,1.21002,0.91938,0.92308,0.92166,0.42806,0.00966,0.73143,1.40695,0.00172056,0.00172056,0.00172056
16,861.281,0.00835,0.68598,1.22125,0.88081,0.88462,0.86607,0.39487,0.00984,0.93815,1.41486,0.0017006,0.0017006,0.0017006
17,916.221,0.00789,0.69605,1.21123,0.81075,0.80769,0.81463,0.35171,0.01116,0.77054,1.5762,0.00168064,0.00168064,0.00168064
18,969.369,0.00816,0.68227,1.26365,0.95596,0.96154,0.96219,0.48473,0.00938,0.67097,1.33814,0.00166068,0.00166068,0.00166068
19,1023.57,0.00761,0.7146,1.19839,0.92145,0.92308,0.94737,0.48486,0.0091,0.97389,1.30333,0.00164072,0.00164072,0.00164072
20,1078.44,0.00743,0.65626,1.20966,0.92118,0.92308,0.94251,0.47959,0.01004,0.67874,1.51052,0.00162076,0.00162076,0.00162076
21,1143.76,0.00776,0.61431,1.22406,0.92245,0.92308,0.92866,0.41403,0.01077,0.63099,1.61693,0.0016008,0.0016008,0.0016008
22,1196.52,0.00807,0.62954,1.22343,0.90313,0.88462,0.88893,0.41584,0.01022,0.66075,1.44423,0.00158084,0.00158084,0.00158084
23,1249.15,0.0081,0.65228,1.23394,0.95708,0.96154,0.97053,0.45791,0.00941,0.707,1.37187,0.00156088,0.00156088,0.00156088
24,1302.23,0.00777,0.66111,1.22281,0.8807,0.88462,0.85888,0.44484,0.00954,0.82431,1.46597,0.00154092,0.00154092,0.00154092
25,1355.55,0.00781,0.6599,1.22094,0.92026,0.92308,0.93467,0.47935,0.00963,0.75063,1.38342,0.00152096,0.00152096,0.00152096
26,1408.9,0.00776,0.60893,1.16487,0.91904,0.92308,0.90743,0.46502,0.00995,0.80309,1.38974,0.001501,0.001501,0.001501
27,1462.27,0.00746,0.59965,1.18457,0.95826,0.96154,0.96625,0.51897,0.00958,0.63726,1.43898,0.00148104,0.00148104,0.00148104
28,1515.15,0.00774,0.60866,1.21565,0.95762,0.96154,0.95231,0.4359,0.00954,0.72185,1.37381,0.00146108,0.00146108,0.00146108
29,1567.5,0.00812,0.61395,1.21564,0.9587,0.96154,0.95044,0.40116,0.00986,0.69371,1.40795,0.00144112,0.00144112,0.00144112
30,1623.12,0.00799,0.63469,1.22669,0.91962,0.92308,0.92773,0.42546,0.01018,0.72361,1.4989,0.00142116,0.00142116,0.00142116
31,1678.59,0.0077,0.6138,1.20045,0.99646,1,0.995,0.51207,0.00955,0.66965,1.34745,0.0014012,0.0014012,0.0014012
32,1733.29,0.00748,0.59064,1.20383,0.9585,0.96154,0.9617,0.41649,0.01002,0.63608,1.40036,0.00138124,0.00138124,0.00138124
33,1789.06,0.0077,0.62502,1.19469,0.92005,0.92308,0.92329,0.41761,0.01004,0.65946,1.40375,0.00136128,0.00136128,0.00136128
34,1845.22,0.00722,0.59267,1.11731,0.91977,0.92308,0.94027,0.44127,0.00993,0.66462,1.44295,0.00134132,0.00134132,0.00134132
35,1898.61,0.0071,0.58498,1.16898,0.91956,0.92308,0.92811,0.44999,0.00924,0.79915,1.40739,0.00132136,0.00132136,0.00132136
36,1952.04,0.00736,0.54997,1.21552,0.92052,0.92308,0.92631,0.43842,0.01079,0.61667,1.56966,0.0013014,0.0013014,0.0013014
37,2004.64,0.00761,0.53401,1.18509,0.95876,0.96154,0.95549,0.46101,0.00949,0.64349,1.34376,0.00128144,0.00128144,0.00128144
38,2056.81,0.00757,0.57907,1.17054,0.95841,0.96154,0.96692,0.51829,0.00942,0.66957,1.33516,0.00126148,0.00126148,0.00126148
39,2109.17,0.00754,0.54008,1.18222,0.92007,0.92308,0.90038,0.40738,0.01001,0.635,1.47394,0.00124152,0.00124152,0.00124152
40,2162.17,0.00716,0.5274,1.14559,0.91955,0.92308,0.8997,0.47347,0.00941,0.62142,1.36681,0.00122156,0.00122156,0.00122156
41,2215.41,0.00701,0.54023,1.14694,0.99283,1,0.995,0.50308,0.00944,0.64538,1.29617,0.0012016,0.0012016,0.0012016
42,2268.63,0.00748,0.59375,1.18648,0.9194,0.92308,0.90949,0.40486,0.01045,0.67549,1.57637,0.00118164,0.00118164,0.00118164
43,2321.97,0.00719,0.5985,1.16053,0.95862,0.96154,0.97056,0.42237,0.00946,0.688,1.3568,0.00116168,0.00116168,0.00116168
44,2374.91,0.00738,0.58508,1.14949,0.99204,1,0.995,0.4424,0.00956,0.70477,1.34379,0.00114172,0.00114172,0.00114172
45,2427.85,0.00713,0.56965,1.1404,0.91945,0.92308,0.91027,0.42696,0.00951,0.75924,1.39101,0.00112176,0.00112176,0.00112176
46,2481.02,0.00715,0.56885,1.17711,0.95662,0.96154,0.96498,0.46398,0.00936,0.64952,1.35383,0.0011018,0.0011018,0.0011018
47,2534.54,0.00689,0.53279,1.11637,0.88721,0.92308,0.88236,0.441,0.00966,0.67733,1.3707,0.00108184,0.00108184,0.00108184
1,57.1818,0.00467,1.89303,1.4629,0.91937,0.92308,0.90535,0.31658,0.00472,1.40013,1.60797,0.0675571,0.0006621,0.0006621
2,112.118,0.00428,1.1945,1.45923,0.84256,0.84615,0.84222,0.30659,0.0042,1.51096,1.54797,0.0348771,0.00131551,0.00131551
3,165.236,0.0039,0.90588,1.37423,0.91932,0.92308,0.9377,0.41071,0.00389,1.72134,1.34578,0.00218392,0.0019556,0.0019556
4,218.748,0.00353,0.88303,1.2751,0.81867,0.86856,0.81537,0.34647,0.00426,0.95414,1.52623,0.00194012,0.00194012,0.00194012
5,272.597,0.00342,0.89726,1.26433,0.95795,0.96154,0.94619,0.40795,0.00395,0.95386,1.42446,0.00192016,0.00192016,0.00192016
6,325.578,0.00349,0.85487,1.25163,0.9189,0.92308,0.9197,0.43526,0.00381,1.3468,1.43657,0.0019002,0.0019002,0.0019002
7,378.57,0.00342,0.77532,1.26416,0.95817,0.96154,0.95493,0.44948,0.00408,0.82681,1.45354,0.00188024,0.00188024,0.00188024
8,431.621,0.00326,0.73224,1.22253,0.95775,0.96154,0.95088,0.4372,0.00364,0.8993,1.3072,0.00186028,0.00186028,0.00186028
9,484.685,0.00344,0.74249,1.24815,0.84305,0.84615,0.85326,0.39518,0.00411,0.90629,1.5157,0.00184032,0.00184032,0.00184032
10,537.899,0.00337,0.71025,1.20904,0.91769,0.92308,0.92425,0.45082,0.0038,1.03763,1.34329,0.00182036,0.00182036,0.00182036
11,591.478,0.00338,0.66778,1.24652,0.95747,0.96154,0.97175,0.49499,0.00379,0.77627,1.41454,0.0018004,0.0018004,0.0018004
12,645.023,0.00328,0.65192,1.21982,0.95827,0.96154,0.9538,0.431,0.00376,0.88029,1.40186,0.00178044,0.00178044,0.00178044
13,697.676,0.00333,0.70654,1.2207,0.91639,0.92308,0.93619,0.4078,0.0036,0.83843,1.3095,0.00176048,0.00176048,0.00176048
14,750.375,0.00314,0.70343,1.17945,0.88005,0.88462,0.88449,0.40923,0.00364,0.83409,1.361,0.00174052,0.00174052,0.00174052
15,803.147,0.00311,0.63588,1.17694,0.95771,0.96154,0.96869,0.42755,0.0036,0.80983,1.32659,0.00172056,0.00172056,0.00172056
16,856.149,0.0032,0.64769,1.18952,0.95842,0.96154,0.96208,0.43754,0.00359,0.91981,1.32571,0.0017006,0.0017006,0.0017006
17,908.882,0.00309,0.6581,1.17523,0.91946,0.92308,0.90532,0.4446,0.00379,0.78204,1.43331,0.00168064,0.00168064,0.00168064
18,961.592,0.00305,0.68001,1.21844,0.95637,0.96154,0.95027,0.44943,0.00347,0.77092,1.2761,0.00166068,0.00166068,0.00166068
19,1014.84,0.003,0.70623,1.16618,0.88016,0.88462,0.85316,0.38398,0.00365,1.00434,1.33045,0.00164072,0.00164072,0.00164072
20,1068.02,0.00307,0.62363,1.19402,0.95885,0.96154,0.96056,0.46732,0.00359,0.74098,1.35115,0.00162076,0.00162076,0.00162076
21,1121.27,0.00301,0.60935,1.1625,0.95399,0.96154,0.96871,0.41653,0.00345,0.83864,1.30741,0.0016008,0.0016008,0.0016008
22,1173.84,0.00297,0.65754,1.13904,0.95574,0.96154,0.96633,0.43539,0.0037,0.73745,1.35,0.00158084,0.00158084,0.00158084
23,1226.29,0.00312,0.61383,1.20965,0.95812,0.96154,0.96859,0.41769,0.0039,0.72071,1.45535,0.00156088,0.00156088,0.00156088
24,1278.78,0.00301,0.61702,1.18309,0.91899,0.92308,0.91542,0.42599,0.00388,0.77349,1.45744,0.00154092,0.00154092,0.00154092
25,1331.11,0.00306,0.59704,1.18742,0.95647,0.96154,0.97023,0.44614,0.00387,0.70911,1.35155,0.00152096,0.00152096,0.00152096
26,1383.35,0.00279,0.55405,1.11263,0.95549,0.96154,0.97093,0.43014,0.00373,0.76778,1.36155,0.001501,0.001501,0.001501
27,1435.95,0.00277,0.57804,1.12053,0.9571,1,0.99389,0.45797,0.00354,0.79749,1.27103,0.00148104,0.00148104,0.00148104
28,1488.77,0.00303,0.64789,1.1644,0.99543,1,0.995,0.45226,0.00391,0.72717,1.38865,0.00146108,0.00146108,0.00146108
29,1542.2,0.00316,0.61762,1.19007,0.99722,1,0.995,0.48064,0.00373,0.73339,1.29789,0.00144112,0.00144112,0.00144112
30,1594.69,0.00295,0.61795,1.15724,1,0.98691,0.995,0.48604,0.00347,0.77869,1.28293,0.00142116,0.00142116,0.00142116
31,1647.05,0.00288,0.57062,1.12694,0.92299,0.92201,0.92242,0.45155,0.00395,0.72686,1.44251,0.0014012,0.0014012,0.0014012
1,60.8193,0.00454,1.81366,1.41377,0.92264,0.91759,0.8613,0.3217,0.00458,1.58206,1.52459,0.0805342,0.00039726,0.00039726
2,115.105,0.00392,0.82491,1.42002,0.91979,0.92308,0.87479,0.37826,0.00437,0.81011,1.5128,0.0609263,0.000789304,0.000789304
3,169.357,0.00381,0.72772,1.36293,0.8821,0.88462,0.82961,0.3071,0.00443,1.00442,1.61845,0.0413103,0.00117336,0.00117336
4,223.187,0.00392,0.72742,1.33597,0.96021,0.96154,0.96729,0.37872,0.00454,0.69527,1.58072,0.0216864,0.00154944,0.00154944
5,277.427,0.00356,0.70223,1.31088,0.95938,0.96154,0.9603,0.36362,0.00443,0.83957,1.53165,0.00205452,0.00191753,0.00191753
6,332.46,0.00365,0.729,1.28221,0.80598,0.80769,0.75512,0.28304,0.00458,0.8066,1.5384,0.0019002,0.0019002,0.0019002
7,386.405,0.00348,0.64426,1.27993,0.95936,0.96154,0.94667,0.4058,0.00419,0.64912,1.48906,0.00188024,0.00188024,0.00188024
8,440.725,0.00354,0.66016,1.30899,0.95946,0.96154,0.97229,0.39763,0.00435,0.7226,1.5196,0.00186028,0.00186028,0.00186028
9,494.545,0.00352,0.63012,1.28854,0.95916,0.96154,0.95335,0.41519,0.00416,0.82353,1.45485,0.00184032,0.00184032,0.00184032
10,548.498,0.00321,0.63213,1.21208,0.88842,0.91887,0.93597,0.41339,0.00412,0.81732,1.45647,0.00182036,0.00182036,0.00182036
11,601.705,0.00334,0.60639,1.27074,0.95879,0.96154,0.96056,0.43414,0.0039,0.71329,1.44125,0.0018004,0.0018004,0.0018004
12,655.293,0.00337,0.64591,1.22758,0.91794,0.92308,0.92097,0.37967,0.00411,0.8596,1.41483,0.00178044,0.00178044,0.00178044
13,708.357,0.00343,0.68085,1.26303,0.95699,0.96154,0.97388,0.47565,0.00406,0.64374,1.40463,0.00176048,0.00176048,0.00176048
14,761.466,0.00322,0.6257,1.21837,0.95793,0.96154,0.96805,0.47228,0.00401,0.66747,1.36792,0.00174052,0.00174052,0.00174052
15,814.367,0.0032,0.63713,1.18299,0.95785,0.96154,0.97628,0.41696,0.00403,0.78583,1.34321,0.00172056,0.00172056,0.00172056
16,867.605,0.00323,0.64805,1.20219,0.88201,0.88462,0.87413,0.42984,0.00383,0.88899,1.39869,0.0017006,0.0017006,0.0017006
17,921.442,0.00313,0.63133,1.1731,0.84296,0.84615,0.83126,0.36559,0.00445,0.82249,1.64769,0.00168064,0.00168064,0.00168064
18,974.389,0.00317,0.6576,1.21029,0.88064,0.88462,0.89333,0.36829,0.00402,0.89832,1.49529,0.00166068,0.00166068,0.00166068
19,1027.55,0.00312,0.66006,1.18731,0.9582,0.96154,0.96959,0.43358,0.00392,0.71446,1.40704,0.00164072,0.00164072,0.00164072
20,1080.87,0.00301,0.62585,1.17508,0.91905,0.92308,0.8991,0.41341,0.00404,0.77345,1.45189,0.00162076,0.00162076,0.00162076
21,1133.55,0.00293,0.66158,1.13301,0.9181,0.92308,0.90366,0.40887,0.00419,0.76547,1.47953,0.0016008,0.0016008,0.0016008
22,1188.7,0.00302,0.60364,1.16171,0.91967,0.92308,0.9252,0.42002,0.00402,0.76405,1.45798,0.00158084,0.00158084,0.00158084
23,1245.48,0.00299,0.59812,1.1795,0.9196,0.92308,0.90562,0.41206,0.00401,0.81217,1.45801,0.00156088,0.00156088,0.00156088
24,1301.05,0.00295,0.60579,1.16754,0.9192,0.92308,0.92524,0.43572,0.00399,0.74095,1.4846,0.00154092,0.00154092,0.00154092
25,1358.01,0.00295,0.57254,1.16202,0.95626,0.96154,0.95952,0.45683,0.004,0.72501,1.39555,0.00152096,0.00152096,0.00152096
26,1416.24,0.00292,0.5646,1.13796,0.95665,0.96154,0.97844,0.38576,0.00435,0.67227,1.60494,0.001501,0.001501,0.001501
27,1469.04,0.00313,0.57627,1.18479,0.99314,1,0.995,0.47047,0.00405,0.6483,1.41755,0.00148104,0.00148104,0.00148104
28,1522.07,0.003,0.60076,1.18556,0.99541,1,0.995,0.46242,0.00406,0.77107,1.35635,0.00146108,0.00146108,0.00146108
29,1575.09,0.00316,0.63579,1.19247,0.92015,0.92308,0.93707,0.39084,0.00428,0.71252,1.62812,0.00144112,0.00144112,0.00144112
30,1633.58,0.00303,0.56331,1.18031,0.99626,1,0.995,0.46822,0.00413,0.62726,1.43273,0.00142116,0.00142116,0.00142116
31,1687.18,0.00301,0.58476,1.14006,0.95558,0.96154,0.96077,0.40488,0.00425,0.73384,1.53687,0.0014012,0.0014012,0.0014012
32,1740.38,0.00292,0.58507,1.15043,0.99499,1,0.995,0.47616,0.00395,0.69587,1.36934,0.00138124,0.00138124,0.00138124
33,1793.98,0.00283,0.54184,1.13293,0.99727,1,0.995,0.4679,0.00412,0.64521,1.4612,0.00136128,0.00136128,0.00136128
34,1846.82,0.00299,0.56489,1.1197,0.99652,1,0.995,0.43125,0.00413,0.72605,1.50661,0.00134132,0.00134132,0.00134132
35,1899.65,0.00284,0.55878,1.1217,0.99491,1,0.995,0.42966,0.00416,0.74916,1.53042,0.00132136,0.00132136,0.00132136
36,1952.58,0.00282,0.5384,1.14603,0.99624,1,0.995,0.41145,0.00446,0.70937,1.63128,0.0013014,0.0013014,0.0013014
37,2005.77,0.00276,0.53515,1.07747,0.99622,1,0.995,0.43762,0.00425,0.70382,1.4544,0.00128144,0.00128144,0.00128144
38,2059.38,0.0028,0.52016,1.10087,0.99637,1,0.995,0.44181,0.00428,0.62928,1.51436,0.00126148,0.00126148,0.00126148
39,2113.71,0.00279,0.50898,1.0884,0.9554,0.96154,0.98792,0.40726,0.00418,0.65994,1.59286,0.00124152,0.00124152,0.00124152
40,2167.71,0.00279,0.52911,1.0956,0.99089,1,0.995,0.44387,0.00425,0.69199,1.45569,0.00122156,0.00122156,0.00122156
41,2220.99,0.00269,0.54739,1.09708,0.95114,1,0.98093,0.45967,0.00414,0.69052,1.55283,0.0012016,0.0012016,0.0012016
42,2274.79,0.00259,0.568,1.08633,0.96015,0.92694,0.97536,0.42392,0.00391,0.96074,1.54317,0.00118164,0.00118164,0.00118164
43,2328.38,0.00255,0.5197,1.06466,0.95829,0.96154,0.96237,0.37762,0.00433,0.76268,1.63952,0.00116168,0.00116168,0.00116168
44,2389.85,0.00259,0.50418,1.06288,0.99701,1,0.995,0.4393,0.00422,0.70344,1.53002,0.00114172,0.00114172,0.00114172
45,2463.53,0.00244,0.4779,1.03349,0.95803,0.96154,0.95912,0.43221,0.00397,0.68352,1.48959,0.00112176,0.00112176,0.00112176
46,2516.12,0.00253,0.49385,1.07816,0.91835,0.92308,0.90767,0.42026,0.0042,0.70456,1.58104,0.0011018,0.0011018,0.0011018
47,2568.61,0.00247,0.47762,1.02166,0.95882,0.96154,0.97514,0.42945,0.00407,0.70662,1.7784,0.00108184,0.00108184,0.00108184
48,2621.03,0.00244,0.4625,1.04558,0.9895,1,0.995,0.44157,0.0043,0.63735,1.68631,0.00106188,0.00106188,0.00106188
49,2673.91,0.00252,0.48732,1.00727,0.95534,0.96154,0.93433,0.37868,0.00453,0.76402,1.71084,0.00104192,0.00104192,0.00104192
50,2726.77,0.00241,0.46362,1.03738,0.9943,1,0.995,0.44125,0.00421,0.75193,1.5694,0.00102196,0.00102196,0.00102196
51,2779.52,0.00247,0.46659,1.02891,0.91544,0.92308,0.89402,0.40088,0.00448,0.7385,1.72914,0.001002,0.001002,0.001002
52,2838.55,0.00236,0.43321,0.98507,0.99616,1,0.995,0.45815,0.00418,0.68012,1.53436,0.00098204,0.00098204,0.00098204
1,57.2506,0.00454,1.81366,1.41377,0.92264,0.91759,0.8613,0.3217,0.00458,1.58206,1.52459,0.0805342,0.00039726,0.00039726
2,109.333,0.00392,0.82491,1.42002,0.91979,0.92308,0.87479,0.37826,0.00437,0.81011,1.5128,0.0609263,0.000789304,0.000789304
3,160.889,0.00381,0.72772,1.36293,0.8821,0.88462,0.82961,0.3071,0.00443,1.00442,1.61845,0.0413103,0.00117336,0.00117336
4,212.293,0.00392,0.72742,1.33597,0.96021,0.96154,0.96729,0.37872,0.00454,0.69527,1.58072,0.0216864,0.00154944,0.00154944
5,264.055,0.00356,0.70223,1.31088,0.95938,0.96154,0.9603,0.36362,0.00443,0.83957,1.53165,0.00205452,0.00191753,0.00191753
6,315.614,0.00365,0.729,1.28221,0.80598,0.80769,0.75512,0.28304,0.00458,0.8066,1.5384,0.0019002,0.0019002,0.0019002
7,367.163,0.00348,0.64426,1.27993,0.95936,0.96154,0.94667,0.4058,0.00419,0.64912,1.48906,0.00188024,0.00188024,0.00188024
8,420.257,0.00354,0.66016,1.30899,0.95946,0.96154,0.97229,0.39763,0.00435,0.7226,1.5196,0.00186028,0.00186028,0.00186028
9,470.676,0.00352,0.63012,1.28854,0.95916,0.96154,0.95335,0.41519,0.00416,0.82353,1.45485,0.00184032,0.00184032,0.00184032
10,522.881,0.00321,0.63213,1.21208,0.88842,0.91887,0.93597,0.41339,0.00412,0.81732,1.45647,0.00182036,0.00182036,0.00182036
11,574.286,0.00334,0.60639,1.27074,0.95879,0.96154,0.96056,0.43414,0.0039,0.71329,1.44125,0.0018004,0.0018004,0.0018004
12,626.198,0.00337,0.64591,1.22758,0.91794,0.92308,0.92097,0.37967,0.00411,0.8596,1.41483,0.00178044,0.00178044,0.00178044
13,677.69,0.00343,0.68085,1.26303,0.95699,0.96154,0.97388,0.47565,0.00406,0.64374,1.40463,0.00176048,0.00176048,0.00176048
14,728.903,0.00322,0.6257,1.21837,0.95793,0.96154,0.96805,0.47228,0.00401,0.66747,1.36792,0.00174052,0.00174052,0.00174052
15,780.143,0.0032,0.63713,1.18299,0.95785,0.96154,0.97628,0.41696,0.00403,0.78583,1.34321,0.00172056,0.00172056,0.00172056
16,831.224,0.00323,0.64805,1.20219,0.88201,0.88462,0.87413,0.42984,0.00383,0.88899,1.39869,0.0017006,0.0017006,0.0017006
17,882.594,0.00313,0.63133,1.1731,0.84296,0.84615,0.83126,0.36559,0.00445,0.82249,1.64769,0.00168064,0.00168064,0.00168064
18,933.89,0.00317,0.6576,1.21029,0.88064,0.88462,0.89333,0.36829,0.00402,0.89832,1.49529,0.00166068,0.00166068,0.00166068
19,985.087,0.00312,0.66006,1.18731,0.9582,0.96154,0.96959,0.43358,0.00392,0.71446,1.40704,0.00164072,0.00164072,0.00164072
20,1036.12,0.00301,0.62585,1.17508,0.91905,0.92308,0.8991,0.41341,0.00404,0.77345,1.45189,0.00162076,0.00162076,0.00162076
21,1087.26,0.00293,0.66158,1.13301,0.9181,0.92308,0.90366,0.40887,0.00419,0.76547,1.47953,0.0016008,0.0016008,0.0016008
22,1138.71,0.00302,0.60364,1.16171,0.91967,0.92308,0.9252,0.42002,0.00402,0.76405,1.45798,0.00158084,0.00158084,0.00158084
23,1189.88,0.00299,0.59812,1.1795,0.9196,0.92308,0.90562,0.41206,0.00401,0.81217,1.45801,0.00156088,0.00156088,0.00156088
24,1241.19,0.00295,0.60579,1.16754,0.9192,0.92308,0.92524,0.43572,0.00399,0.74095,1.4846,0.00154092,0.00154092,0.00154092
25,1292.71,0.00295,0.57254,1.16202,0.95626,0.96154,0.95952,0.45683,0.004,0.72501,1.39555,0.00152096,0.00152096,0.00152096
26,1343.96,0.00292,0.5646,1.13796,0.95665,0.96154,0.97844,0.38576,0.00435,0.67227,1.60494,0.001501,0.001501,0.001501
27,1395.33,0.00313,0.57627,1.18479,0.99314,1,0.995,0.47047,0.00405,0.6483,1.41755,0.00148104,0.00148104,0.00148104
28,1449.43,0.003,0.60076,1.18556,0.99541,1,0.995,0.46242,0.00406,0.77107,1.35635,0.00146108,0.00146108,0.00146108
