epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
8,415.883,0.00326,0.73224,1.22253,0.95775,0.96154,0.95088,0.4372,0.00364,0.8993,1.3072,0.00186028,0.00186028,0.00186028
9,467.377,0.00344,0.74249,1.24815,0.84305,0.84615,0.85326,0.39518,0.00411,0.90629,1.5157,0.00184032,0.00184032,0.00184032
10,518.585,0.00337,0.71025,1.20904,0.91769,0.92308,0.92425,0.45082,0.0038,1.03763,1.34329,0.00182036,0.00182036,0.00182036
11,570.022,0.00338,0.66778,1.24652,0.95747,0.96154,0.97175,0.49499,0.00379,0.77627,1.41454,0.0018004,0.0018004,0.0018004
12,621.996,0.00328,0.65192,1.21982,0.95827,0.96154,0.9538,0.431,0.00376,0.88029,1.40186,0.00178044,0.00178044,0.00178044
13,673.207,0.00333,0.70654,1.2207,0.91639,0.92308,0.93619,0.4078,0.0036,0.83843,1.3095,0.00176048,0.00176048,0.00176048
14,724.708,0.00314,0.70343,1.17945,0.88005,0.88462,0.88449,0.40923,0.00364,0.83409,1.361,0.00174052,0.00174052,0.00174052
15,776.17,0.00311,0.63588,1.17694,0.95771,0.96154,0.96869,0.42755,0.0036,0.80983,1.32659,0.00172056,0.00172056,0.00172056
16,827.695,0.0032,0.64769,1.18952,0.95842,0.96154,0.96208,0.43754,0.00359,0.91981,1.32571,0.0017006,0.0017006,0.0017006
17,878.985,0.00309,0.6581,1.17523,0.91946,0.92308,0.90532,0.4446,0.00379,0.78204,1.43331,0.00168064,0.00168064,0.00168064
18,929.811,0.00305,0.68001,1.21844,0.95637,0.96154,0.95027,0.44943,0.00347,0.77092,1.2761,0.00166068,0.00166068,0.00166068
19,980.685,0.003,0.70623,1.16618,0.88016,0.88462,0.85316,0.38398,0.00365,1.00434,1.33045,0.00164072,0.00164072,0.00164072
20,1031.84,0.00307,0.62363,1.19402,0.95885,0.96154,0.96056,0.46732,0.00359,0.74098,1.35115,0.00162076,0.00162076,0.00162076
21,1082.83,0.00301,0.60935,1.1625,0.95399,0.96154,0.96871,0.41653,0.00345,0.83864,1.30741,0.0016008,0.0016008,0.0016008
22,1133.91,0.00297,0.65754,1.13904,0.95574,0.96154,0.96633,0.43539,0.0037,0.73745,1.35,0.00158084,0.00158084,0.00158084
23,1185.14,0.00312,0.61383,1.20965,0.95812,0.96154,0.96859,0.41769,0.0039,0.72071,1.45535,0.00156088,0.00156088,0.00156088
24,1236.2,0.00301,0.61702,1.18309,0.91899,0.92308,0.91542,0.42599,0.00388,0.77349,1.45744,0.00154092,0.00154092,0.00154092
25,1287.2,0.00306,0.59704,1.18742,0.95647,0.96154,0.97023,0.44614,0.00387,0.70911,1.35155,0.00152096,0.00152096,0.00152096
26,1338.31,0.00279,0.55405,1.11263,0.95549,0.96154,0.97093,0.43014,0.00373,0.76778,1.36155,0.001501,0.001501,0.001501
27,1389.67,0.00277,0.57804,1.12053,0.9571,1,0.99389,0.45797,0.00354,0.79749,1.27103,0.00148104,0.00148104,0.00148104
28,1440.47,0.00303,0.64789,1.1644,0.99543,1,0.995,0.45226,0.00391,0.72717,1.38865,0.00146108,0.00146108,0.00146108
29,1491.79,0.00316,0.61762,1.19007,0.99722,1,0.995,0.48064,0.00373,0.73339,1.29789,0.00144112,0.00144112,0.00144112
30,1542.8,0.00295,0.61795,1.15724,1,0.98691,0.995,0.48604,0.00347,0.77869,1.28293,0.00142116,0.00142116,0.00142116
31,1593.78,0.00288,0.57062,1.12694,0.92299,0.92201,0.92242,0.45155,0.00395,0.72686,1.44251,0.0014012,0.0014012,0.0014012
1,58.6165,0.00481,2.30466,1.3436,0.95954,0.91235,0.94731,0.41199,0.00418,1.33388,1.38662,0.0801568,1.9863e-05,1.9863e-05
2,112.82,0.00403,1.07302,1.33552,0.91931,0.92308,0.89826,0.34404,0.004,1.3205,1.25733,0.0601765,3.94684e-05,3.94684e-05
3,166.128,0.00364,0.89352,1.25721,0.84504,0.84615,0.87973,0.32491,0.00439,1.03602,1.38407,0.0401957,5.86777e-05,5.86777e-05
4,218.942,0.0035,0.81496,1.23844,0.91995,0.92308,0.89529,0.36499,0.00424,0.93832,1.42872,0.0202145,7.74911e-05,7.74911e-05
5,271.691,0.00355,0.78128,1.26459,0.88196,0.88462,0.88583,0.3676,0.00444,0.90267,1.44777,0.000232895,9.59084e-05,9.59084e-05
6,324.351,0.00336,0.73916,1.20303,0.88195,0.88462,0.89472,0.37565,0.00445,0.8514,1.5045,9.505e-05,9.505e-05,9.505e-05
7,377.194,0.00329,0.70608,1.2202,0.92045,0.92308,0.93952,0.41762,0.0044,0.85483,1.49098,9.406e-05,9.406e-05,9.406e-05
8,430.463,0.00336,0.70018,1.2269,0.95867,0.96154,0.97177,0.41484,0.00441,0.81941,1.48027,9.307e-05,9.307e-05,9.307e-05
9,483.586,0.00343,0.70275,1.21759,0.88109,0.88462,0.93435,0.43445,0.0042,0.86992,1.42471,9.208e-05,9.208e-05,9.208e-05
10,536.44,0.00317,0.70644,1.15933,0.88125,0.88462,0.94257,0.42029,0.00409,0.87348,1.37785,9.109e-05,9.109e-05,9.109e-05
11,588.766,0.00322,0.71966,1.1955,0.88193,0.88462,0.87004,0.38409,0.00401,0.90149,1.36071,9.01e-05,9.01e-05,9.01e-05
12,641.284,0.00307,0.70876,1.14139,0.88173,0.88462,0.85414,0.37817,0.00405,0.92216,1.37502,8.911e-05,8.911e-05,8.911e-05
13,694.513,0.00315,0.70326,1.16699,0.95784,0.96154,0.95305,0.42822,0.00399,0.85808,1.32031,8.812e-05,8.812e-05,8.812e-05
14,747.586,0.00306,0.68128,1.16874,0.91969,0.92308,0.92016,0.40014,0.00406,0.87581,1.33023,8.713e-05,8.713e-05,8.713e-05
15,800.063,0.00308,0.66131,1.15343,0.95735,0.96154,0.97075,0.44575,0.00398,0.84686,1.31196,8.614e-05,8.614e-05,8.614e-05
16,853.23,0.00302,0.65932,1.15104,0.95769,0.96154,0.96553,0.42692,0.00398,0.82174,1.3437,8.515e-05,8.515e-05,8.515e-05
17,906.286,0.00302,0.62367,1.16286,0.95901,0.96154,0.96208,0.41476,0.0041,0.77787,1.40634,8.416e-05,8.416e-05,8.416e-05
18,960.015,0.00312,0.62479,1.20906,0.9585,0.96154,0.95921,0.45137,0.00395,0.75426,1.35226,8.317e-05,8.317e-05,8.317e-05
19,1013.48,0.00291,0.61249,1.15154,0.9588,0.96154,0.9481,0.40012,0.004,0.88487,1.35888,8.218e-05,8.218e-05,8.218e-05
20,1065.56,0.00307,0.63713,1.15166,0.95854,0.96154,0.94826,0.43494,0.00394,0.8187,1.35101,8.119e-05,8.119e-05,8.119e-05
21,1117.6,0.00288,0.60749,1.13104,0.95866,0.96154,0.94976,0.433,0.00398,0.73451,1.40699,8.02e-05,8.02e-05,8.02e-05
22,1169.74,0.00313,0.68017,1.17049,0.95815,0.96154,0.95459,0.44208,0.00399,0.83043,1.37245,7.921e-05,7.921e-05,7.921e-05
23,1221.92,0.003,0.65839,1.15362,0.95944,0.96154,0.96478,0.43284,0.00394,0.94644,1.36391,7.822e-05,7.822e-05,7.822e-05
24,1274.06,0.00302,0.66347,1.16208,0.95502,0.96154,0.96531,0.43956,0.00376,0.87716,1.31768,7.723e-05,7.723e-05,7.723e-05
25,1326.55,0.003,0.65106,1.15406,0.92266,0.91792,0.89353,0.39419,0.00415,0.85088,1.42077,7.624e-05,7.624e-05,7.624e-05
26,1379.39,0.00303,0.62617,1.11945,0.9615,0.96067,0.95441,0.43192,0.00415,0.86024,1.38765,7.525e-05,7.525e-05,7.525e-05
27,1433.25,0.00292,0.62296,1.1307,0.96056,0.96154,0.95242,0.40753,0.0041,0.81025,1.43531,7.426e-05,7.426e-05,7.426e-05
28,1487.51,0.00301,0.62371,1.15425,0.96234,0.98313,0.96685,0.4671,0.00389,0.83606,1.31143,7.327e-05,7.327e-05,7.327e-05
29,1539.94,0.00291,0.62087,1.13961,0.88713,0.96154,0.92454,0.39492,0.00408,0.83879,1.4416,7.228e-05,7.228e-05,7.228e-05
30,1591.98,0.00298,0.62982,1.15078,0.96284,0.99668,0.98241,0.40919,0.00416,0.82273,1.43691,7.129e-05,7.129e-05,7.129e-05
31,1643.98,0.00306,0.64156,1.12454,0.95579,0.96154,0.97754,0.46027,0.00402,0.79666,1.36634,7.03e-05,7.03e-05,7.03e-05
32,1695.91,0.00286,0.59732,1.12319,0.95729,0.96154,0.98305,0.39333,0.00421,0.801,1.49061,6.931e-05,6.931e-05,6.931e-05
33,1748.06,0.00283,0.61243,1.10388,0.95424,0.96154,0.98305,0.42365,0.00413,0.85908,1.38828,6.832e-05,6.832e-05,6.832e-05
34,1800.02,0.00297,0.61388,1.0862,0.99986,1,0.995,0.44519,0.00417,0.84866,1.38974,6.733e-05,6.733e-05,6.733e-05
35,1851.9,0.00285,0.60344,1.11196,0.95382,0.96154,0.97671,0.4142,0.00421,0.81154,1.45093,6.634e-05,6.634e-05,6.634e-05
36,1904.03,0.00285,0.64235,1.09577,0.95737,0.96154,0.97154,0.43641,0.00405,0.81748,1.36685,6.535e-05,6.535e-05,6.535e-05
37,1956.14,0.0028,0.60753,1.05838,0.9506,0.96154,0.96423,0.4228,0.00408,0.83201,1.3743,6.436e-05,6.436e-05,6.436e-05
38,2008.13,0.00289,0.61951,1.08012,0.93675,0.96154,0.96633,0.41839,0.00415,0.85375,1.40408,6.337e-05,6.337e-05,6.337e-05
39,2059.83,0.00274,0.56376,1.08558,0.96101,0.96154,0.9628,0.39586,0.00432,0.79329,1.55644,6.238e-05,6.238e-05,6.238e-05
40,2111.53,0.00273,0.55913,1.07743,0.96151,0.96092,0.96373,0.4152,0.00425,0.81119,1.45925,6.139e-05,6.139e-05,6.139e-05
41,2163.12,0.00262,0.59171,1.05714,0.95867,0.96154,0.95396,0.42859,0.0043,0.75741,1.49832,6.04e-05,6.04e-05,6.04e-05
42,2215.04,0.00265,0.5884,1.06849,0.95282,0.96154,0.95665,0.40154,0.00429,0.78697,1.46377,5.941e-05,5.941e-05,5.941e-05
43,2266.83,0.00265,0.57176,1.06589,0.9615,0.96069,0.95929,0.4005,0.0043,0.78499,1.509,5.842e-05,5.842e-05,5.842e-05
44,2318.59,0.00266,0.57445,1.06482,0.96256,0.98911,0.97389,0.43501,0.00412,0.798,1.46518,5.743e-05,5.743e-05,5.743e-05
45,2370.15,0.00247,0.58891,1.04933,0.96153,0.96138,0.96593,0.43042,0.00413,0.75426,1.48079,5.644e-05,5.644e-05,5.644e-05
46,2421.75,0.00253,0.547,1.09922,0.96143,0.96154,0.95734,0.42488,0.0042,0.72438,1.53258,5.545e-05,5.545e-05,5.545e-05
47,2473.36,0.00276,0.59146,1.06897,0.99427,1,0.995,0.44319,0.00404,0.845,1.41961,5.446e-05,5.446e-05,5.446e-05
48,2525.34,0.00272,0.57695,1.09201,0.96119,0.95285,0.95695,0.41175,0.00413,0.75976,1.49138,5.347e-05,5.347e-05,5.347e-05
1,58.3801,0.00454,1.81366,1.41377,0.92264,0.91759,0.8613,0.3217,0.00458,1.58206,1.52459,0.0805342,0.00039726,0.00039726
2,110.187,0.00392,0.82451,1.42007,0.91972,0.92308,0.87487,0.38084,0.00437,0.80708,1.51378,0.0609264,0.000789447,0.000789447
3,161.802,0.00381,0.73056,1.3622,0.88199,0.88462,0.83563,0.32034,0.00444,1.03778,1.61982,0.0413108,0.00117379,0.00117379
4,213.063,0.00388,0.72481,1.33204,0.96039,0.96154,0.96413,0.36356,0.0046,0.69372,1.59228,0.0216873,0.0015503,0.0015503
5,264.313,0.00355,0.70463,1.30869,0.95939,0.96154,0.95807,0.3592,0.00445,0.85843,1.53564,0.00205595,0.00191897,0.00191897
6,319.536,0.00364,0.70497,1.27844,0.88284,0.88462,0.84675,0.32408,0.00454,0.76471,1.57819,0.001902,0.001902,0.001902
1,57.3362,0.00477,2.20916,1.29912,0.99416,0.96154,0.99286,0.43194,0.00401,1.19588,1.32162,0.0801767,3.9726e-05,3.9726e-05
2,109.642,0.00395,1.02245,1.29682,0.95906,0.96154,0.93646,0.33943,0.00423,1.06654,1.3981,0.0602159,7.89289e-05,7.89289e-05
3,161.57,0.00369,0.83878,1.28336,0.84342,0.84615,0.8195,0.28598,0.00458,0.99448,1.43532,0.0402543,0.000117332,0.000117332
4,213.275,0.00372,0.7825,1.24001,0.92028,0.92308,0.90618,0.38129,0.00416,0.91294,1.37223,0.0202919,0.000154935,0.000154935
5,265.292,0.00337,0.73564,1.26094,0.88211,0.88462,0.85638,0.36075,0.00444,0.87361,1.4982,0.000328725,0.000191739,0.000191739
6,316.88,0.00347,0.70613,1.23776,0.9585,0.96154,0.96208,0.40743,0.00422,0.78217,1.48634,0.000190002,0.000190002,0.000190002
7,368.273,0.00321,0.67856,1.24898,0.95799,0.96154,0.96805,0.40991,0.00416,0.79679,1.51134,0.000188002,0.000188002,0.000188002
8,419.962,0.00327,0.70721,1.24748,0.95703,0.96154,0.9592,0.42523,0.00427,0.81606,1.46616,0.000186003,0.000186003,0.000186003
9,471.721,0.00337,0.68315,1.24426,0.84169,0.84615,0.81376,0.35884,0.00432,0.81248,1.51536,0.000184003,0.000184003,0.000184003
10,523.676,0.00314,0.64752,1.1969,0.95906,0.96154,0.95388,0.44118,0.00396,0.80661,1.38505,0.000182004,0.000182004,0.000182004
11,575.938,0.00322,0.63903,1.24558,0.88164,0.88462,0.85146,0.3915,0.00427,0.77455,1.51344,0.000180004,0.000180004,0.000180004
12,627.671,0.00312,0.63325,1.18795,0.95453,0.96154,0.95388,0.46333,0.00389,0.79596,1.34639,0.000178004,0.000178004,0.000178004
13,679.74,0.00313,0.7055,1.20541,0.96146,0.95964,0.94897,0.42171,0.00383,0.893,1.39292,0.000176005,0.000176005,0.000176005
14,731.278,0.00304,0.65952,1.18016,0.92003,0.92308,0.89826,0.3984,0.00418,0.8332,1.42383,0.000174005,0.000174005,0.000174005
15,782.794,0.00304,0.61667,1.17539,0.95877,0.96154,0.96707,0.41292,0.0041,0.80384,1.47375,0.000172006,0.000172006,0.000172006
16,834.723,0.00299,0.61358,1.17257,0.88159,0.88462,0.85119,0.39382,0.00407,0.79287,1.46715,0.000170006,0.000170006,0.000170006
17,886.093,0.00291,0.58453,1.14723,0.881,0.88462,0.84584,0.38738,0.004,0.8051,1.45875,0.000168006,0.000168006,0.000168006
18,937.77,0.00291,0.62205,1.19174,0.9191,0.92308,0.91079,0.43851,0.00384,0.78493,1.38747,0.000166007,0.000166007,0.000166007
19,989.428,0.00282,0.59773,1.14972,0.87959,0.88462,0.85765,0.4012,0.00386,0.83547,1.38768,0.000164007,0.000164007,0.000164007
20,1041.1,0.00295,0.62278,1.15611,0.9189,0.92308,0.90284,0.42781,0.00381,0.80409,1.38007,0.000162008,0.000162008,0.000162008
21,1092.55,0.00279,0.6044,1.11605,0.95846,0.96154,0.95083,0.44219,0.00377,0.78549,1.37738,0.000160008,0.000160008,0.000160008
22,1144.17,0.00294,0.64863,1.13459,0.89152,0.94854,0.90689,0.4134,0.00406,0.83386,1.39307,0.000158008,0.000158008,0.000158008
23,1195.57,0.00292,0.61373,1.15561,0.89267,0.95976,0.90652,0.43723,0.00389,0.87581,1.37891,0.000156009,0.000156009,0.000156009
24,1247.05,0.00287,0.63835,1.14893,0.91348,0.92308,0.89274,0.42301,0.00394,0.83153,1.53374,0.000154009,0.000154009,0.000154009
25,1298.53,0.00275,0.60345,1.12081,0.91818,0.92308,0.90211,0.40131,0.00407,0.80929,1.47836,0.00015201,0.00015201,0.00015201
26,1349.95,0.00282,0.58945,1.08758,0.88136,0.88462,0.8627,0.36927,0.00419,0.80387,1.54232,0.00015001,0.00015001,0.00015001
27,1401.4,0.00271,0.56584,1.11421,0.99433,1,0.995,0.45637,0.00393,0.77015,1.37012,0.00014801,0.00014801,0.00014801
28,1452.81,0.00288,0.60583,1.13201,0.95985,0.91966,0.96087,0.39771,0.00408,0.82581,1.38418,0.000146011,0.000146011,0.000146011
29,1504.18,0.00278,0.58325,1.1214,0.9239,0.96154,0.95748,0.39366,0.00395,0.87524,1.38727,0.000144011,0.000144011,0.000144011
30,1555.51,0.00274,0.55569,1.11549,0.99508,1,0.995,0.43981,0.00422,0.74951,1.47997,0.000142012,0.000142012,0.000142012
31,1606.85,0.00278,0.5494,1.09813,0.95845,0.96154,0.94922,0.38862,0.00439,0.76284,1.58102,0.000140012,0.000140012,0.000140012
32,1658.25,0.00269,0.56131,1.0862,0.95794,0.96154,0.94378,0.42023,0.00427,0.77629,1.49777,0.000138012,0.000138012,0.000138012
1,60.905,0.00454,1.81366,1.41377,0.92264,0.91759,0.8613,0.3217,0.00458,1.58206,1.52459,0.0805342,0.00039726,0.00039726
2,118.884,0.00392,0.82491,1.42002,0.91979,0.92308,0.87479,0.37826,0.00437,0.81011,1.5128,0.0609263,0.000789304,0.000789304
3,172.6,0.00381,0.72772,1.36293,0.8821,0.88462,0.82961,0.3071,0.00443,1.00442,1.61845,0.0413103,0.00117336,0.00117336
4,228.526,0.00392,0.72742,1.33597,0.96021,0.96154,0.96729,0.37872,0.00454,0.69527,1.58072,0.0216864,0.00154944,0.00154944
5,284.211,0.00356,0.70223,1.31088,0.95938,0.96154,0.9603,0.36362,0.00443,0.83957,1.53165,0.00205452,0.00191753,0.00191753
6,340.089,0.00365,0.729,1.28221,0.80598,0.80769,0.75512,0.28304,0.00458,0.8066,1.5384,0.0019002,0.0019002,0.0019002
7,391.95,0.00348,0.64426,1.27993,0.95936,0.96154,0.94667,0.4058,0.00419,0.64912,1.48906,0.00188024,0.00188024,0.00188024
8,446.362,0.00354,0.66016,1.30899,0.95946,0.96154,0.97229,0.39763,0.00435,0.7226,1.5196,0.00186028,0.00186028,0.00186028
9,497.98,0.00352,0.63012,1.28854,0.95916,0.96154,0.95335,0.41519,0.00416,0.82353,1.45485,0.00184032,0.00184032,0.00184032
10,550.83,0.00321,0.63213,1.21208,0.88842,0.91887,0.93597,0.41339,0.00412,0.81732,1.45647,0.00182036,0.00182036,0.00182036
11,603.186,0.00334,0.60639,1.27074,0.95879,0.96154,0.96056,0.43414,0.0039,0.71329,1.44125,0.0018004,0.0018004,0.0018004
12,655.63,0.00337,0.64591,1.22758,0.91794,0.92308,0.92097,0.37967,0.00411,0.8596,1.41483,0.00178044,0.00178044,0.00178044
13,708.098,0.00343,0.68085,1.26303,0.95699,0.96154,0.97388,0.47565,0.00406,0.64374,1.40463,0.00176048,0.00176048,0.00176048
14,760.164,0.00322,0.6257,1.21837,0.95793,0.96154,0.96805,0.47228,0.00401,0.66747,1.36792,0.00174052,0.00174052,0.00174052
15,812.226,0.0032,0.63713,1.18299,0.95785,0.96154,0.97628,0.41696,0.00403,0.78583,1.34321,0.00172056,0.00172056,0.00172056
16,864.961,0.00323,0.64805,1.20219,0.88201,0.88462,0.87413,0.42984,0.00383,0.88899,1.39869,0.0017006,0.0017006,0.0017006
17,916.995,0.00313,0.63133,1.1731,0.84296,0.84615,0.83126,0.36559,0.00445,0.82249,1.64769,0.00168064,0.00168064,0.00168064
18,969.046,0.00317,0.6576,1.21029,0.88064,0.88462,0.89333,0.36829,0.00402,0.89832,1.49529,0.00166068,0.00166068,0.00166068
19,1020.7,0.00312,0.66006,1.18731,0.9582,0.96154,0.96959,0.43358,0.00392,0.71446,1.40704,0.00164072,0.00164072,0.00164072
20,1073.23,0.00301,0.62585,1.17508,0.91905,0.92308,0.8991,0.41341,0.00404,0.77345,1.45189,0.00162076,0.00162076,0.00162076
21,1125.15,0.00293,0.66158,1.13301,0.9181,0.92308,0.90366,0.40887,0.00419,0.76547,1.47953,0.0016008,0.0016008,0.0016008
22,1177.22,0.00302,0.60364,1.16171,0.91967,0.92308,0.9252,0.42002,0.00402,0.76405,1.45798,0.00158084,0.00158084,0.00158084
23,1229.14,0.00299,0.59812,1.1795,0.9196,0.92308,0.90562,0.41206,0.00401,0.81217,1.45801,0.00156088,0.00156088,0.00156088
24,1282.92,0.00295,0.60579,1.16754,0.9192,0.92308,0.92524,0.43572,0.00399,0.74095,1.4846,0.00154092,0.00154092,0.00154092
25,1336.8,0.00295,0.57254,1.16202,0.95626,0.96154,0.95952,0.45683,0.004,0.72501,1.39555,0.00152096,0.00152096,0.00152096
26,1388.46,0.00292,0.5646,1.13796,0.95665,0.96154,0.97844,0.38576,0.00435,0.67227,1.60494,0.001501,0.001501,0.001501
27,1440.48,0.00313,0.57627,1.18479,0.99314,1,0.995,0.47047,0.00405,0.6483,1.41755,0.00148104,0.00148104,0.00148104
28,1492.56,0.003,0.60076,1.18556,0.99541,1,0.995,0.46242,0.00406,0.77107,1.35635,0.00146108,0.00146108,0.00146108
29,1544.46,0.00316,0.63579,1.19247,0.92015,0.92308,0.93707,0.39084,0.00428,0.71252,1.62812,0.00144112,0.00144112,0.00144112
30,1596.45,0.00303,0.56331,1.18031,0.99626,1,0.995,0.46822,0.00413,0.62726,1.43273,0.00142116,0.00142116,0.00142116
31,1648.2,0.00301,0.58476,1.14006,0.95558,0.96154,0.96077,0.40488,0.00425,0.73384,1.53687,0.0014012,0.0014012,0.0014012
32,1699.99,0.00292,0.58507,1.15043,0.99499,1,0.995,0.47616,0.00395,0.69587,1.36934,0.00138124,0.00138124,0.00138124
33,1752.51,0.00283,0.54184,1.13293,0.99727,1,0.995,0.4679,0.00412,0.64521,1.4612,0.00136128,0.00136128,0.00136128
34,1804.71,0.00299,0.56489,1.1197,0.99652,1,0.995,0.43125,0.00413,0.72605,1.50661,0.00134132,0.00134132,0.00134132
35,1856.45,0.00284,0.55878,1.1217,0.99491,1,0.995,0.42966,0.00416,0.74916,1.53042,0.00132136,0.00132136,0.00132136
36,1909.11,0.00282,0.5384,1.14603,0.99624,1,0.995,0.41145,0.00446,0.70937,1.63128,0.0013014,0.0013014,0.0013014
37,1960.74,0.00276,0.53515,1.07747,0.99622,1,0.995,0.43762,0.00425,0.70382,1.4544,0.00128144,0.00128144,0.00128144
38,2012.35,0.0028,0.52016,1.10087,0.99637,1,0.995,0.44181,0.00428,0.62928,1.51436,0.00126148,0.00126148,0.00126148
39,2064.04,0.00279,0.50898,1.0884,0.9554,0.96154,0.98792,0.40726,0.00418,0.65994,1.59286,0.00124152,0.00124152,0.00124152
40,2115.81,0.00279,0.52911,1.0956,0.99089,1,0.995,0.44387,0.00425,0.69199,1.45569,0.00122156,0.00122156,0.00122156
41,2170.5,0.00269,0.54739,1.09708,0.95114,1,0.98093,0.45967,0.00414,0.69052,1.55283,0.0012016,0.0012016,0.0012016
42,2227.56,0.00259,0.568,1.08633,0.96015,0.92694,0.97536,0.42392,0.00391,0.96074,1.54317,0.00118164,0.00118164,0.00118164
43,2284.69,0.00255,0.5197,1.06466,0.95829,0.96154,0.96237,0.37762,0.00433,0.76268,1.63952,0.00116168,0.00116168,0.00116168
44,2339.5,0.00259,0.50418,1.06288,0.99701,1,0.995,0.4393,0.00422,0.70344,1.53002,0.00114172,0.00114172,0.00114172
45,2395.03,0.00244,0.4779,1.03349,0.95803,0.96154,0.95912,0.43221,0.00397,0.68352,1.48959,0.00112176,0.00112176,0.00112176
46,2447.82,0.00253,0.49385,1.07816,0.91835,0.92308,0.90767,0.42026,0.0042,0.70456,1.58104,0.0011018,0.0011018,0.0011018
47,2500.63,0.00247,0.47762,1.02166,0.95882,0.96154,0.97514,0.42945,0.00407,0.70662,1.7784,0.00108184,0.00108184,0.00108184
48,2555.56,0.00244,0.4625,1.04558,0.9895,1,0.995,0.44157,0.0043,0.63735,1.68631,0.00106188,0.00106188,0.00106188
49,2612.16,0.00252,0.48732,1.00727,0.95534,0.96154,0.93433,0.37868,0.00453,0.76402,1.71084,0.00104192,0.00104192,0.00104192
50,2666.44,0.00241,0.46362,1.03738,0.9943,1,0.995,0.44125,0.00421,0.75193,1.5694,0.00102196,0.00102196,0.00102196
51,2718.84,0.00247,0.46659,1.02891,0.91544,0.92308,0.89402,0.40088,0.00448,0.7385,1.72914,0.001002,0.001002,0.001002
52,2771.47,0.00236,0.43321,0.98507,0.99616,1,0.995,0.45815,0.00418,0.68012,1.53436,0.00098204,0.00098204,0.00098204
1,58.8086,0.01751,1.89237,1.30103,0.91662,0.88462,0.9194,0.40333,0.01544,1.14213,1.37164,0.0805342,0.00039726,0.00039726
2,112.158,0.01456,0.92065,1.28431,0.99666,1,0.995,0.47528,0.01574,0.90547,1.42063,0.0609263,0.000789304,0.000789304
3,170.715,0.01446,0.7659,1.30895,0.95877,0.96154,0.9558,0.42687,0.01606,0.80078,1.40747,0.0413103,0.00117336,0.00117336
4,225.94,0.01371,0.7342,1.24409,0.87998,0.88462,0.89209,0.39223,0.01574,0.95521,1.43458,0.0216864,0.00154944,0.00154944
5,281.571,0.01405,0.76599,1.25529,0.88181,0.88462,0.85497,0.34924,0.01706,0.92746,1.51005,0.00205452,0.00191753,0.00191753
6,336.909,0.01329,0.73811,1.21529,0.88209,0.88462,0.91072,0.43148,0.01626,0.94242,1.47797,0.0019002,0.0019002,0.0019002
7,392.381,0.01295,0.77055,1.23189,0.95587,0.96154,0.96391,0.45293,0.01629,0.89758,1.48591,0.00188024,0.00188024,0.00188024
8,447.357,0.01303,0.7264,1.22208,0.95875,0.96154,0.96119,0.45314,0.01605,0.87874,1.44112,0.00186028,0.00186028,0.00186028
9,502.137,0.01402,0.75417,1.2488,0.95678,0.96154,0.9736,0.40969,0.01493,0.91311,1.38137,0.00184032,0.00184032,0.00184032
10,556.886,0.01324,0.67953,1.21191,0.88226,0.88462,0.9109,0.42332,0.01672,0.73148,1.52053,0.00182036,0.00182036,0.00182036
11,612.724,0.01379,0.6543,1.26039,0.9582,0.96154,0.96352,0.49436,0.01486,0.82178,1.31655,0.0018004,0.0018004,0.0018004
12,668.435,0.01277,0.70654,1.18641,0.92017,0.92308,0.93798,0.42053,0.01534,0.83215,1.41745,0.00178044,0.00178044,0.00178044
13,723.552,0.01379,0.69968,1.24729,0.95537,0.96154,0.96434,0.44903,0.01491,0.75684,1.33307,0.00176048,0.00176048,0.00176048
14,778.104,0.01281,0.65825,1.18228,0.90776,0.92308,0.89685,0.40662,0.01496,0.79041,1.35185,0.00174052,0.00174052,0.00174052
15,833.053,0.01283,0.64552,1.17859,0.91933,0.92308,0.94033,0.44289,0.01527,0.7186,1.44031,0.00172056,0.00172056,0.00172056
16,887.811,0.01321,0.63289,1.20222,0.95942,0.96154,0.96986,0.44921,0.01727,0.6772,1.66016,0.0017006,0.0017006,0.0017006
17,942.866,0.01271,0.66557,1.18622,0.84307,0.84615,0.89527,0.42268,0.01645,0.72928,1.50651,0.00168064,0.00168064,0.00168064
18,998.348,0.01272,0.69616,1.20983,0.95741,0.96154,0.96619,0.48354,0.01418,0.80192,1.26984,0.00166068,0.00166068,0.00166068
19,1053.47,0.01189,0.64035,1.16403,0.80445,0.80769,0.85902,0.39989,0.01586,0.76203,1.54844,0.00164072,0.00164072,0.00164072
20,1108.09,0.01198,0.60991,1.16452,0.95853,0.96154,0.96465,0.46657,0.01629,0.61557,1.58442,0.00162076,0.00162076,0.00162076
21,1162.86,0.01192,0.59475,1.14063,0.9499,0.96154,0.97104,0.46497,0.01464,0.76865,1.31807,0.0016008,0.0016008,0.0016008
22,1217.83,0.01209,0.61595,1.1517,0.96152,0.96111,0.97056,0.44019,0.01559,0.73199,1.4071,0.00158084,0.00158084,0.00158084
23,1274.14,0.0127,0.62589,1.19932,0.84043,0.84615,0.8566,0.39929,0.01723,0.64849,1.70339,0.00156088,0.00156088,0.00156088
